Genome_Name	Gene_Length_Including_N	Sum_of_valid_dinucleotide_counts	A_Count	T_Count	G_Count	C_Count	AA_Count	AA_OE	AA_Rate	AT_Count	AT_OE	AT_Rate	AG_Count	AG_OE	AG_Rate	AC_Count	AC_OE	AC_Rate	TA_Count	TA_OE	TA_Rate	TT_Count	TT_OE	TT_Rate	TG_Count	TG_OE	TG_Rate	TC_Count	TC_OE	TC_Rate	GA_Count	GA_OE	GA_Rate	GT_Count	GT_OE	GT_Rate	GG_Count	GG_OE	GG_Rate	GC_Count	GC_OE	GC_Rate	CA_Count	CA_OE	CA_Rate	CT_Count	CT_OE	CT_Rate	CG_Count	CG_OE	CG_Rate	CC_Count	CC_OE	CC_Rate	A_Rate	T_Rate	G_Rate	C_Rate
GCA_963572235.1_nxCaeJapo1.1	151975718	151965858	46161942	46078917	29890742	29834317	19302684	1.376562	0.12702	11736220	0.838471	0.077229	7515885	0.827762	0.049458	7607133	0.839397	0.050058	8191773	0.585245	0.053905	19249545	1.377724	0.12667	9221233	1.017411	0.06068	9416352	1.040904	0.061964	9463127	1.042222	0.062271	7599219	0.838448	0.050006	6047655	1.028632	0.039796	6780732	1.155501	0.04462	9204346	1.015638	0.060569	7493921	0.828394	0.049313	7105955	1.210922	0.04676	6030078	1.029525	0.03968	0.30376509817155184	0.3032187585640091	0.1966937218120184	0.19632242145242065
GCA_943735955.1_wrPisGeom1.1	171095250	171057995	53718726	53214730	32059722	32065072	18344086	1.0874	0.107239	16028929	0.959161	0.093705	8930306	0.887004	0.052206	10415323	1.034331	0.060888	12721060	0.76122	0.074367	18133699	1.095386	0.106009	12566414	1.259982	0.073463	9793479	0.981788	0.057252	10063696	0.999578	0.058832	10212896	1.024005	0.059704	6716620	1.11783	0.039265	5066468	0.843059	0.029618	12589793	1.250274	0.0736	8839137	0.886116	0.051673	3846332	0.640029	0.022486	6789757	1.129625	0.039693	0.31403762168734917	0.31109128030948524	0.18741991105369077	0.18745118694947482
GCA_950097015.1_Machtx_SR1_v2	220453370	220453328	60337641	60270500	49976793	49868436	17440524	1.056087	0.079112	15887091	0.963093	0.072066	15384493	1.124717	0.069786	11625522	0.851756	0.052735	12678036	0.768556	0.057509	17417791	1.057062	0.079009	15357134	1.123968	0.069662	14817520	1.08683	0.067214	14893649	1.088833	0.067559	11608565	0.849615	0.052658	11141028	0.983344	0.050537	12333543	1.090964	0.055946	15325423	1.122833	0.069518	15357038	1.126403	0.069661	8094126	0.715966	0.036716	11091845	0.983262	0.050314	0.273697975222606	0.27339341648530935	0.22670006360075148	0.22620854469133314
GCA_963662125.1_iyDipLaet1.1	251040971	250977945	75236888	75689434	49995974	50056075	28508255	1.263997	0.113589	22083750	0.973293	0.087991	10642158	0.71007	0.042403	14002643	0.933167	0.055792	15631592	0.688929	0.062283	28645613	1.254945	0.114136	14532070	0.963816	0.057902	16880030	1.118197	0.067257	16607667	1.108102	0.066172	14130432	0.937178	0.056301	9788393	0.98283	0.039001	9469376	0.949657	0.03773	14489237	0.965595	0.057731	10829547	0.71739	0.043149	15033235	1.50764	0.059899	9703947	0.972013	0.038665	0.2997743897222124	0.30157751721163256	0.19920431310792117	0.19944377995823392
GCA_963969455.1_iyArgPaga1.1	204694620	204584853	57688137	57665624	44634721	44597138	19846146	1.220056	0.097007	16089800	0.989518	0.078646	10294428	0.817937	0.050319	11457636	0.911126	0.056004	12037412	0.740298	0.058838	19812594	1.218945	0.096843	11094250	0.88183	0.054228	14721136	1.1711	0.071956	14708567	1.168659	0.071895	11497918	0.913916	0.056201	8548444	0.877846	0.041784	9879597	1.015398	0.048291	11095785	0.882351	0.054236	10265207	0.816621	0.050176	14697370	1.510555	0.07184	8538563	0.878309	0.041736	0.28197552203326903	0.2818654800860393	0.21817135045952887	0.21798764742116283
GCA_963681835.1_Meloidogyne_enterolobii_E1834_genome_assembly	285400598	285400042	99463795	99360361	43302310	43274132	44140502	1.273394	0.154662	30353848	0.876579	0.106355	13308179	0.881857	0.04663	11661098	0.773218	0.040859	25874198	0.747213	0.090659	44119495	1.27544	0.154588	14192097	0.941408	0.049727	15174371	1.007221	0.053169	15249771	1.010515	0.053433	11601872	0.76959	0.040651	9507850	1.447158	0.033314	6942722	1.057416	0.024326	14199129	0.941508	0.049752	13284977	0.88181	0.046549	6294090	0.958626	0.022054	9495843	1.447213	0.033272	0.3485059095776667	0.3481434926776152	0.15172466457130548	0.1516259331734126
GCA_963922205.1_Rcx_HiFi_Nanopore_202305	359112060	359040150	112541706	112428200	67008151	67063404	43647236	1.237303	0.121566	32004967	0.908186	0.08914	18575741	0.884405	0.051737	18313555	0.871204	0.051007	24289471	0.689248	0.067651	43523193	1.236279	0.121221	23402884	1.115354	0.065182	21211990	1.010106	0.05908	21180421	1.008416	0.058992	18307563	0.872517	0.05099	13857666	1.108105	0.038596	13662248	1.091579	0.038052	23423951	1.114313	0.06524	18592264	0.885355	0.051783	11171656	0.892587	0.031115	13875344	1.107691	0.038646	0.31345044576899156	0.3131343095776897	0.1866306771740771	0.18678456747924163
GCA_944567765.1_ilCarPala2.1	394538208	394534947	121555277	121562061	75685385	75732285	41440935	1.106541	0.105037	36012236	0.961532	0.091278	20974635	0.899486	0.053163	23127463	0.991194	0.05862	35490774	0.947609	0.089956	41424741	1.105985	0.104996	23887702	1.024354	0.060546	20758823	0.88963	0.052616	20726717	0.888854	0.052535	23113583	0.991158	0.058584	15213470	1.047828	0.038561	16631592	1.144791	0.042155	23896821	1.024167	0.06057	21011488	0.900458	0.053256	15609571	1.074443	0.039564	15214396	1.046594	0.038563	0.30809756937969873	0.3081147643050221	0.19183439610002873	0.19195327021525047
GCA_951802675.2_ilBolEuph2.2	400451666	400446585	133869212	133694487	66349645	66533322	49094161	1.097017	0.122599	42514425	0.951233	0.106168	20314151	0.91585	0.050729	21946451	0.986709	0.054805	43029123	0.962749	0.107453	48967564	1.09705	0.122282	21986560	0.992544	0.054905	19711209	0.887371	0.049223	19718684	0.889003	0.049242	21846378	0.986216	0.054555	11834910	1.076546	0.029554	12949656	1.174695	0.032338	22027213	0.99034	0.055007	20366101	0.916854	0.050858	12214014	1.107963	0.030501	11925985	1.078849	0.029782	0.3342997291929008	0.3338634039220594	0.16568909328864284	0.16614777359639699
GCA_944474815.3_tdSchCurr1.1a	396952245	396842557	128923176	128997473	69469777	69452866	43272701	1.03317	0.109042	40741093	0.972166	0.102663	21881652	0.969556	0.055139	23027463	1.020575	0.058027	35959040	0.858056	0.090613	43322102	1.033159	0.109167	25842656	1.144405	0.065121	23873485	1.057461	0.060159	23856560	1.057063	0.060116	23041975	1.020381	0.058063	12060946	0.991766	0.030392	10510148	0.864455	0.026484	25834600	1.144987	0.0651	21892072	0.969695	0.055166	9684413	0.796539	0.024404	12041651	0.990662	0.030344	0.3248717531553992	0.32505897315255616	0.1750559437451698	0.17501332994687485
GCA_947369225.1_ilHofPseu3.1	406170397	406160317	125382025	125383023	77693272	77702077	42799387	1.10577	0.105376	36794918	0.95063	0.090592	21928732	0.914308	0.05399	23858971	0.994676	0.058743	36033231	0.930951	0.088717	42795062	1.10564	0.105365	24422110	1.01826	0.060129	22132591	0.922696	0.054492	22127800	0.922608	0.05448	23862818	0.994941	0.058752	15976228	1.074992	0.039335	15726405	1.058062	0.03872	24421586	1.018131	0.060128	21930209	0.914259	0.053994	15366187	1.033827	0.037833	15984082	1.075276	0.039354	0.30870076434359994	0.3087032215009382	0.1912871677639216	0.19130884639154025
GCA_963978905.1_nxTriColu2.1	330959201	330888996	92518368	92410411	73016616	72944006	29599708	1.144234	0.089455	24497973	0.948123	0.074037	19787653	0.969233	0.059801	18632872	0.913578	0.056312	18920217	0.732252	0.05718	29523044	1.143939	0.089223	22443920	1.100625	0.067829	21523109	1.05652	0.065046	21572999	1.056682	0.065197	18655802	0.91486	0.056381	15632580	0.970221	0.047244	17155157	1.065778	0.051846	22425367	1.099526	0.067773	19733390	0.968667	0.059637	15152411	0.941356	0.045793	15632794	0.972167	0.047245	0.2796051119207653	0.2792788488259858	0.22066773906729034	0.2204483001859585
GCA_963978895.1_wkErpOcto2.1	386139802	386018296	126945507	126915428	66080222	66077845	47412026	1.135699	0.122823	39723833	0.951763	0.102907	19419285	0.893622	0.050307	20390155	0.938333	0.052822	33933491	0.813029	0.087906	47387676	1.135654	0.12276	24140987	1.111165	0.062538	21453037	0.987479	0.055575	21444801	0.986831	0.055554	20382084	0.93815	0.052801	11900192	1.052011	0.030828	12353037	1.092084	0.032001	24154953	1.111584	0.062575	19421645	0.893975	0.050313	10619600	0.938837	0.027511	11881494	1.050434	0.03078	0.3288581814425809	0.3287802604080097	0.17118385793868252	0.17117770021072692
GCA_963932265.1_ilThyLine1.1	511826406	511507938	163981793	163873198	91761599	91893416	58436914	1.111609	0.114244	50214762	0.955837	0.09817	26226040	0.891522	0.051272	29103535	0.98792	0.056898	48189284	0.917282	0.09421	58377751	1.111955	0.114129	30377823	1.033341	0.059389	26927567	0.914662	0.052643	26907427	0.914685	0.052604	29047190	0.988078	0.056787	17576738	1.067756	0.034363	18229903	1.105847	0.03564	30447377	1.033536	0.059525	26232956	0.891068	0.051286	17580584	1.066458	0.03437	17632087	1.068048	0.034471	0.32058374435787673	0.3203714415705878	0.1793935561839234	0.17965125788761208
GCA_963932025.1_ilEreEpip2.1	523388342	523377719	164058456	164034366	97633833	97651159	57959854	1.127056	0.110742	48433763	0.941955	0.092541	28017873	0.915486	0.053533	29646947	0.968544	0.056645	47528805	0.924355	0.090812	57937302	1.126948	0.110699	30559765	0.998689	0.05839	28008458	0.91515	0.053515	27995422	0.914752	0.05349	29627941	0.968237	0.056609	19854076	1.090095	0.037935	20156376	1.106497	0.038512	30574348	0.998841	0.058417	28035338	0.916028	0.053566	19202093	1.054111	0.036689	19839358	1.088901	0.037906	0.3134608529661519	0.3134148250311581	0.18654560890500413	0.18657871309768587
GCA_937595015.1_ilPolIcar1.1	511758028	511737607	162324065	162352246	93512702	93548732	58032444	1.127074	0.113403	49055088	0.952556	0.09586	26271623	0.885688	0.051338	28964887	0.97611	0.056601	47894893	0.930027	0.093593	58027410	1.126585	0.113393	29733243	1.002215	0.058103	26696648	0.899514	0.052169	26661349	0.898827	0.0521	28985647	0.977016	0.056642	17832349	1.043554	0.034847	20033322	1.171904	0.039148	29735332	1.002073	0.058107	26284068	0.885613	0.051362	19675462	1.15097	0.038448	17853842	1.044007	0.034889	0.3172016654741776	0.31725673469718363	0.18273559633558006	0.18280600349305873
GCA_963853765.1_xbMagGiga1.1	564004028	563972843	187439202	187306578	94556933	94670315	69413612	1.114249	0.12308	59182132	0.950683	0.104938	28450270	0.905297	0.050446	30393128	0.965961	0.053891	50649822	0.813622	0.089809	69320612	1.114333	0.122915	36668471	1.167629	0.065018	30667617	0.975375	0.054378	30646251	0.975174	0.05434	30351535	0.96648	0.053817	18008297	1.135911	0.031931	15550808	0.979725	0.027574	36729455	1.167344	0.065126	28452251	0.904916	0.05045	11429858	0.720099	0.020267	18058724	1.136365	0.032021	0.33235490474555107	0.33211974456338716	0.16766215458091022	0.16786319611015157
GCA_964035985.1_nxPanSupe1.1	103084090	103081791	36166537	36136863	15409347	15369073	16828481	1.326213	0.163254	10703919	0.844243	0.103839	4316694	0.79844	0.041876	4317435	0.80067	0.041884	7996126	0.630673	0.077571	16774591	1.324138	0.162731	6062950	1.122358	0.058817	5303189	0.984286	0.051446	5317616	0.983576	0.051586	4338706	0.80317	0.04209	2883148	1.251644	0.02797	2869873	1.249145	0.027841	6024304	1.117209	0.058442	4319642	0.801737	0.041905	2146546	0.934309	0.020824	2878571	1.256214	0.027925	0.3508527206834338	0.35056485226977946	0.14948656319804987	0.14909586384873685
GCA_964036235.1_nxHetBact1.1	86299897	86287380	28202257	28266030	14932873	14886337	9847502	1.068333	0.114124	9027199	0.977131	0.104618	4849404	0.993595	0.056201	4478138	0.920395	0.051898	8264964	0.894624	0.095784	9840111	1.06272	0.114039	5195378	1.06208	0.06021	4965544	1.018269	0.057547	4949847	1.014175	0.057365	4529918	0.926042	0.052498	2583141	0.999562	0.029936	2869936	1.114011	0.03326	5139913	1.05641	0.059567	4868781	0.998426	0.056425	2304921	0.894691	0.026712	2572683	1.001749	0.029815	0.3268405966162166	0.32757967240607294	0.17305952216924314	0.17252020880846736
GCA_964036135.1_CAEBRE_CFB2252	126489859	126489689	38933564	38954796	24300320	24301179	15025409	1.253817	0.118788	10293277	0.858469	0.081376	7242087	0.968242	0.057254	6372738	0.851983	0.050381	6880046	0.573803	0.054392	15033760	1.253147	0.118854	8071263	1.078512	0.06381	8969682	1.198519	0.070912	8962997	1.198322	0.07086	6379286	0.852424	0.050433	4882769	1.04592	0.038602	4075244	0.872912	0.032218	8065052	1.078231	0.063761	7248423	0.968527	0.057304	4104170	0.879108	0.032447	4883486	1.046	0.038608	0.307799884574146	0.3079677399276728	0.1921127922199676	0.19211958327821363
GCA_947359475.1_nxHelBake1.1	649157389	648474256	174794382	174738876	149382176	149562541	54732621	1.161687	0.084402	43315963	0.919663	0.066797	39931117	0.991706	0.061577	36814055	0.91319	0.05677	34703564	0.736809	0.053516	54651187	1.160695	0.084277	41989642	1.043162	0.064751	43393061	1.076727	0.066916	43287632	1.075066	0.066753	36825579	0.914869	0.056788	32184397	0.935288	0.049631	37083531	1.076359	0.057186	42069172	1.043545	0.064874	39945496	0.991181	0.061599	35276379	1.023906	0.054399	32270860	0.93554	0.049764	0.2695455955925103	0.269460001320785	0.23035813359736698	0.23063626948933771
GCA_944470555.2_tdHetHame2.2	665588900	665162715	203461045	203448826	129169491	129084835	64479090	1.036063	0.096937	57784049	0.928542	0.086872	40980904	1.037218	0.06161	40216546	1.01854	0.060461	49975410	0.803063	0.075133	64462865	1.035927	0.096913	46910682	1.187371	0.070525	42099412	1.06629	0.063292	42128292	1.066258	0.063335	40235148	1.018404	0.060489	24410195	0.973153	0.036698	22395579	0.893423	0.033669	46877803	1.187246	0.070476	40966309	1.037591	0.061588	16867424	0.672889	0.025358	24373007	0.972945	0.036642	0.30588093273456807	0.30586256283424107	0.19419188763101752	0.19406461680017334
GCA_948474765.1_xgPatDepr1.1	683711263	683689046	218972579	218823054	122944387	122949143	77544772	1.105686	0.113421	68801270	0.981686	0.100632	34308942	0.8713	0.050182	38317552	0.973064	0.056045	58782012	0.838727	0.085978	77487767	1.106384	0.113338	44159600	1.122231	0.06459	38393642	0.975662	0.056157	38391419	0.974977	0.056153	38268770	0.972527	0.055974	25798268	1.166895	0.037734	20485913	0.926574	0.029964	44254334	1.123827	0.064729	34265219	0.87075	0.050118	18677548	0.844782	0.027319	25752018	1.164713	0.037666	0.3202808978851695	0.32006219469651004	0.17982497552034477	0.1798319318979757
GCA_951804975.1_iyAntPlum1.1	669977459	669951275	201157985	201766419	133711850	133316205	68426260	1.132904	0.102136	59383040	0.980214	0.088638	36409251	0.906879	0.054346	36939161	0.922808	0.055137	42296937	0.69818	0.063134	68979469	1.135185	0.102962	43210324	1.073034	0.064498	47279328	1.177563	0.070571	47299443	1.178131	0.070601	37180075	0.923286	0.055497	19816569	0.742563	0.029579	29415499	1.105524	0.043907	43134951	1.077591	0.064385	36223542	0.902202	0.054069	34275436	1.288175	0.051161	19681990	0.741904	0.029378	0.30025710376562703	0.30116527865449627	0.19958408720461163	0.19899353037526504
GCA_958450345.1_idCalVici1.1	706541155	706514304	247124000	246867816	106277498	106245241	102434009	1.185047	0.144985	76833360	0.889799	0.10875	32418431	0.872081	0.045885	35438111	0.953603	0.050159	69082300	0.800034	0.097779	102328692	1.186287	0.144836	40849048	1.100012	0.057818	34607688	0.932223	0.048984	34655837	0.932269	0.049052	35350993	0.951956	0.050036	18579659	1.162188	0.026298	17690968	1.106935	0.02504	40951759	1.101969	0.057963	32354685	0.871534	0.045795	14430321	0.902914	0.020425	18508443	1.158436	0.026197	0.34977906435345835	0.3494164617740961	0.1504250651991168	0.15037940867332875
GCA_963678685.1_xgPatUlys2.1	693575778	693561077	220899558	221038167	125789107	125834346	77420316	1.100399	0.111627	69204097	0.983002	0.099781	35141707	0.877142	0.050669	39133411	0.976424	0.056424	59325902	0.842689	0.085538	77515464	1.10037	0.111764	45132939	1.125818	0.065074	39063832	0.974077	0.056324	39049242	0.974674	0.056303	39136977	0.976252	0.056429	26418529	1.157997	0.038091	21184335	0.928234	0.030544	45104067	1.125399	0.065033	35181603	0.877271	0.050726	19095909	0.836725	0.027533	26452747	1.158663	0.03814	0.3185004654340673	0.31870031658548226	0.18136699542891657	0.18143222255153388
GCA_964187885.1_nxPanDetr1.1	56351163	56350119	16166026	16200993	11992426	11990688	6317966	1.362278	0.11212	3805397	0.818748	0.067531	2991967	0.869644	0.053096	3050694	0.886842	0.054138	2243230	0.482641	0.039809	6330196	1.35903	0.112337	3997920	1.159526	0.070948	3629642	1.052866	0.064412	3607019	1.048415	0.064011	3076613	0.892317	0.054598	2547028	0.997964	0.0452	2761765	1.082258	0.049011	3997806	1.162169	0.070946	2988782	0.866969	0.053039	2455510	0.962245	0.043576	2548584	0.998863	0.045228	0.28688532110474346	0.28750585202700407	0.2128198348706648	0.21278899199758766
GCA_964057215.1_nxOscMyri1.1	193900106	193861220	56829064	56741806	40186030	40104630	21136208	1.268757	0.109028	13091458	0.787058	0.06753	11265998	0.956349	0.058114	11335321	0.964187	0.058471	10707508	0.643735	0.055233	21107247	1.270918	0.108878	12664955	1.076757	0.06533	12261997	1.044614	0.063251	12346236	1.048048	0.063686	11379956	0.967508	0.058702	8447384	1.014062	0.043574	8012401	0.963797	0.041331	12639008	1.075079	0.065196	11163071	0.950995	0.057583	7807613	0.939163	0.040274	8494859	1.023905	0.043819	0.2931425538630589	0.292692449089822	0.2072924421879885	0.20687255485913064
GCA_964057225.1_nxAuaRhod1.1	180911798	180902440	60908638	61221563	29368688	29403709	23756213	1.158416	0.131321	19302935	0.936451	0.106704	8672925	0.877096	0.047943	9176535	0.926921	0.050726	14928341	0.724225	0.082522	24099781	1.163187	0.13322	11572711	1.164371	0.063972	10620676	1.067311	0.058709	10544663	1.066386	0.058289	9149813	0.920595	0.050579	4284577	0.898636	0.023684	5389607	1.129056	0.029793	11679365	1.179732	0.064562	8668993	0.871179	0.047921	4838436	1.013593	0.026746	4216869	0.88233	0.02331	0.33669299763179744	0.338422795895944	0.16234530805356373	0.1625388984186949
GCA_963971465.1_xpLepCine2.1	705727910	705700889	219728536	219520533	133169713	133282328	76031072	1.11132	0.107738	63867338	0.934411	0.090502	38338490	0.924622	0.054327	41491586	0.99982	0.058795	55415009	0.81075	0.078525	75912108	1.111685	0.10757	48037313	1.159629	0.06807	40156029	0.968554	0.056902	40175352	0.968922	0.05693	41425946	1.000029	0.058702	28446662	1.131987	0.04031	23121699	0.919311	0.032764	48107035	1.159232	0.068169	38315083	0.924151	0.054294	18347201	0.729479	0.025999	28512966	1.132709	0.040404	0.31136203824307435	0.311067291647026	0.18870554560981206	0.18886512450008758
GCA_947846245.1_V1.2	755475726	754594948	242945449	243056882	134280539	134313856	86814949	1.109923	0.115048	73650385	0.941183	0.097603	39722814	0.918828	0.052641	42756769	0.988761	0.056662	61319179	0.783602	0.081261	86871895	1.109633	0.115124	51795241	1.197526	0.06864	43070002	0.995548	0.057077	43024838	0.995207	0.057017	42763963	0.988719	0.056671	25855278	1.082029	0.034264	22636113	0.947074	0.029998	51785933	1.197562	0.068627	39770116	0.919272	0.052704	16906848	0.707367	0.022405	25850625	1.081298	0.034258	0.32195401945064894	0.32210169170545805	0.17795006839189492	0.1779942204519981
GCA_964036275.1_nrLitMari1.1	261833506	261774111	78950373	78874168	51981423	51968990	27551453	1.157086	0.105249	20615425	0.866628	0.078753	14788514	0.943304	0.056493	15994759	1.02049	0.061101	17641149	0.741596	0.067391	27480257	1.156327	0.104977	17121853	1.093194	0.065407	16630596	1.062082	0.06353	16635631	1.061125	0.06355	15898845	1.015108	0.060735	9782341	0.947711	0.037369	9664476	0.936516	0.036919	17121870	1.092401	0.065407	14879392	0.950245	0.056841	10288527	0.996989	0.039303	9679023	0.93815	0.036975	0.3015963589855124	0.3013052501577366	0.19857294292562458	0.19852544793112636
GCA_963576615.1_tzWatSuba1.1	783752486	783700990	253787041	252600081	138414868	138899496	85622535	1.041838	0.109254	76452771	0.934633	0.097553	46586789	1.039349	0.059445	45124830	1.003221	0.057579	72131943	0.881811	0.09204	84582557	1.038879	0.107927	55116975	1.235436	0.070329	40768438	0.910628	0.05202	40872293	0.911859	0.052153	44759129	1.003267	0.057113	22397819	0.916202	0.02858	30385498	1.238608	0.038772	55160100	1.226326	0.070384	46805527	1.045476	0.059724	14313202	0.583451	0.018264	22620584	0.918869	0.028864	0.32383126169037274	0.32231670541964497	0.1766168247382907	0.17723520815169158
GCA_945859605.1_wcLumRube1.1	787530981	787152720	234235828	234358047	159288641	159272465	73163834	1.049666	0.092947	70467181	1.010451	0.089522	45672010	0.963548	0.058022	44932233	0.948037	0.057082	57767751	0.82835	0.073388	73208121	1.049207	0.093004	55329709	1.166689	0.070291	48051676	1.013327	0.061045	48018755	1.013058	0.061003	44959215	0.948016	0.057116	31760103	0.985312	0.040348	34550149	1.071978	0.043893	55284743	1.166468	0.070234	45722935	0.964218	0.058086	26526340	0.823026	0.033699	31737965	0.984825	0.04032	0.29757269362943917	0.29772796038497024	0.20235994797065254	0.20233939801493805
GCA_964213925.1_nxCaeAnga2.1	71988779	71986359	23813666	23848935	12156476	12167302	10546033	1.338712	0.1465	6811817	0.863412	0.094626	3382613	0.841141	0.04699	3073195	0.763519	0.042691	4050225	0.513375	0.056264	10570024	1.337792	0.146834	4462181	1.107952	0.061986	4766500	1.182461	0.066214	4761392	1.183997	0.066143	3071798	0.762722	0.042672	2220162	1.081483	0.030841	2103119	1.023558	0.029216	4456011	1.107073	0.061901	3395291	0.842295	0.047166	2091515	1.01791	0.029054	2224483	1.08166	0.030901	0.3308079435416525	0.331297883450979	0.16887189172273828	0.16902228128463026
GCA_964256745.1_neEchMats5.1	55284279	55270000	17373886	17253543	10253550	10389100	6179209	1.131435	0.1118	5705382	1.051962	0.103227	2639219	0.818832	0.047751	2850056	0.872708	0.051566	4057185	0.748067	0.073407	6099895	1.132548	0.110365	3572479	1.116112	0.064637	3523954	1.086588	0.063759	3444061	1.068539	0.062313	2811178	0.878267	0.050863	1918632	1.008635	0.034714	2079665	1.079026	0.037627	3693409	1.13095	0.066825	2637067	0.813122	0.047712	2123206	1.101617	0.038415	1935403	0.991074	0.035017	0.31434523551160476	0.31216787296432125	0.1855171945746631	0.1879696969494109
GCA_964197825.1_nxCaeMono1.1	119425641	119420501	33273067	33422382	26360534	26364556	12497706	1.348105	0.104653	7793888	0.836957	0.065264	6446330	0.877697	0.05398	6535135	0.889653	0.054724	5873642	0.630749	0.049185	12591729	1.346138	0.10544	7221878	0.978899	0.060474	7735125	1.048307	0.064772	7694728	1.047672	0.064434	6564155	0.889747	0.054967	5767052	0.991116	0.048292	6334582	1.088485	0.053044	7206976	0.981113	0.06035	6472602	0.877203	0.0542	6925268	1.189984	0.057991	5759705	0.989552	0.04823	0.2786209749061675	0.2798713042150982	0.22073702079003343	0.2207707000887008
GCA_964187775.1_ngDicVivi2.1	181088479	180998986	58564345	58826048	31669998	31939088	20620943	1.088229	0.113929	18574250	0.975858	0.102621	9648067	0.941537	0.053305	9720977	0.94066	0.053707	15261006	0.801786	0.084315	20807689	1.088336	0.11496	11420570	1.109554	0.063097	11336573	1.092114	0.062633	11169030	1.089965	0.061708	9647697	0.937313	0.053302	5066940	0.914383	0.027994	5786241	1.035391	0.031968	11513157	1.114082	0.063609	9796307	0.943732	0.054124	5534316	0.990312	0.030577	5095223	0.904059	0.028151	0.32356084848177935	0.32500672557184546	0.1749728682920684	0.17645955765430685
GCA_947242115.1_xgBioGlab47.1	850633761	850602160	271579996	271540290	153738809	153743266	95048424	1.096165	0.111743	77112796	0.889449	0.090657	51498164	1.049149	0.060543	47920556	0.976236	0.056337	72839851	0.840163	0.085633	95056690	1.096581	0.111752	55221519	1.125168	0.064921	48422168	0.986599	0.056927	48445604	0.98696	0.056954	47922714	0.976451	0.05634	30288024	1.09001	0.035608	27082435	0.974619	0.031839	55246059	1.12547	0.064949	51448035	1.048251	0.060484	16731053	0.602102	0.01967	30318068	1.091028	0.035643	0.31927961695370843	0.31923293709268225	0.18074110306872285	0.1807463428848865
GCA_949126835.1_xgAniVort1.1	869544677	869460021	280957228	280563271	153848670	154091508	98564926	1.085656	0.113363	82181699	0.906472	0.09452	50116063	1.008076	0.05764	50094331	1.006051	0.057615	82784580	0.913122	0.095214	98302448	1.085808	0.113061	54318137	1.094134	0.062473	45157874	0.908185	0.051938	45053440	0.906242	0.051818	49901885	1.005177	0.057394	30755629	1.129763	0.035373	28137614	1.031965	0.032362	54554074	1.095616	0.062745	50177028	1.009127	0.057711	18658728	0.684321	0.02146	30701565	1.124225	0.035311	0.32313966051854004	0.32268655549559716	0.17694724335416953	0.1772265406316932
GCA_947568905.1_xbOstEdul1.1	894803243	894681585	288717186	288427583	158654372	158883102	99093051	1.063572	0.110758	91652165	0.984697	0.102441	46596371	0.910116	0.052082	51375409	1.002015	0.057423	77361999	0.831165	0.086469	98855881	1.063159	0.110493	61165500	1.195878	0.068366	51043991	0.99655	0.057053	50990391	0.995939	0.056993	51180042	1.000647	0.057205	31588376	1.122774	0.035307	24895437	0.883607	0.027826	61271538	1.195027	0.068484	46739325	0.912509	0.052241	19303981	0.685151	0.021576	31568128	1.118826	0.035284	0.32270360595499153	0.32237991226120716	0.17733041338566055	0.17758606839814076
GCA_964276485.1_tfParVari5.hap2.1	110642940	110627644	40391416	40417230	14891613	14927481	17078780	1.158092	0.154381	14385949	0.974871	0.130039	4175865	0.768033	0.037747	4750793	0.871676	0.042944	12804740	0.86772	0.115746	17130779	1.160135	0.154851	5697151	1.047162	0.051498	4784524	0.877304	0.043249	4778662	0.878901	0.043196	4718692	0.867317	0.042654	2964599	1.478928	0.026798	2429641	1.209145	0.021962	5729196	1.051193	0.051788	4181783	0.766784	0.037801	2053986	1.022195	0.018567	2962504	1.470789	0.026779	0.3651111014289906	0.3653444425421689	0.13461011677541274	0.13493433925342777
GCA_947561585.1_Caprella_mutica_genome	904061505	900179750	296621001	296618823	153552419	153398144	102356517	1.047252	0.113707	95061830	0.972624	0.105603	50700768	1.002064	0.056323	48500769	0.959547	0.053879	87374796	0.893974	0.097064	102365970	1.047364	0.113717	55862446	1.104089	0.062057	51012736	1.009251	0.056669	51173476	1.011407	0.056848	48545661	0.959477	0.053929	28425679	1.085268	0.031578	25403814	0.970871	0.028221	55713378	1.102242	0.061891	50644220	1.00196	0.05626	18560722	0.709345	0.020619	28476968	1.089414	0.031635	0.3295091852608286	0.3295067657726498	0.17057771468959265	0.17040633427692892
GCA_002740985.1_10MxCG	3941106	3936534	1255360	1211942	732535	741269	452449	1.132805	0.114936	354776	0.920082	0.090124	234736	1.007176	0.05963	211025	0.894771	0.053607	275602	0.71475	0.070011	425599	1.143297	0.108115	278251	1.236656	0.070684	232068	1.019248	0.058952	237309	1.018216	0.060284	201422	0.895198	0.051167	158440	1.165012	0.040249	134672	0.978578	0.034211	287676	1.219781	0.073079	229762	1.00912	0.058367	60366	0.438642	0.015335	162381	1.166019	0.04125	0.3185298746088027	0.3075131701608635	0.18587041302619112	0.1880865422041427
