Region	Reference	Start	End	Strand	Score
502128at33208_r2.m1.g1.t1_1_intron	OZ210594.1	26183528	26183573	+	0.4
502128at33208_r2.m1.g1.t1_2_exon	OZ210594.1	26183573	26184001	+	0.16
502128at33208_r2.m1.g1.t1_2_intron	OZ210594.1	26184001	26184238	+	0.16
502128at33208_r2.m1.g1.t1_3_exon	OZ210594.1	26184238	26184373	+	0.89
502128at33208_r2.m1.g1.t1_3_intron	OZ210594.1	26184373	26184422	+	0.89
502128at33208_r2.m1.g1.t1_4_exon	OZ210594.1	26184422	26184457	+	0.97
502128at33208_r2.m1.g1.t1_4_intron	OZ210594.1	26184457	26184738	+	0.97
502128at33208_r2.m1.g1.t1_5_exon	OZ210594.1	26184738	26188429	+	0.4
502128at33208_r2.m1.g1.t1_5_intron	OZ210594.1	26188429	26189269	+	0.4
502128at33208_r2.m1.g1.t1_6_exon	OZ210594.1	26189269	26189507	+	0.92
502128at33208_r2.m1.g1.t1_6_intron	OZ210594.1	26189507	26189557	+	0.92
502128at33208_r2.m1.g1.t1_7_exon	OZ210594.1	26189557	26189610	+	0.86
502128at33208_r2.m1.g1.t1_7_intron	OZ210594.1	26189610	26192069	+	0.86
502128at33208_r2.m1.g1.t1_8_exon	OZ210594.1	26192069	26192339	+	0.97
502128at33208_r2.m1.g1.t1_downstream1	OZ210594.1	26192239	26192339	+	0.97
502128at33208_r2.m1.g1.t1_downstream2	OZ210594.1	26192339	26192539	+	0.97
503828at33208_r2.m1.g1.t1_upstream1	OZ210597.1	23670307	23670507	+	0.03
503828at33208_r2.m1.g1.t1_upstream2	OZ210597.1	23670507	23670707	+	0.03
503828at33208_r2.m1.g1.t1_1_exon	OZ210597.1	23670607	23670847	+	0.21
503828at33208_r2.m1.g1.t1_1_intron	OZ210597.1	23670847	23670892	+	0.21
503828at33208_r2.m1.g1.t1_2_exon	OZ210597.1	23670892	23671120	+	0.99
503828at33208_r2.m1.g1.t1_2_intron	OZ210597.1	23671120	23671166	+	0.99
503828at33208_r2.m1.g1.t1_3_exon	OZ210597.1	23671166	23671348	+	0.54
503828at33208_r2.m1.g1.t1_3_intron	OZ210597.1	23671348	23671759	+	0.54
503828at33208_r2.m1.g1.t1_4_exon	OZ210597.1	23671759	23671799	+	0.28
503828at33208_r2.m1.g1.t1_downstream1	OZ210597.1	23671699	23671799	+	0.28
503828at33208_r2.m1.g1.t1_downstream2	OZ210597.1	23671799	23671999	+	0.28
518288at33208_r2.m1.g2.t1_upstream1	OZ210597.1	20788993	20789193	-	0.44
518288at33208_r2.m1.g2.t1_upstream2	OZ210597.1	20788793	20788993	-	0.44
518288at33208_r2.m1.g2.t1_1_exon	OZ210597.1	20788833	20788893	-	0.78
518288at33208_r2.m1.g2.t1_1_intron	OZ210597.1	20788791	20788833	-	0.78
518288at33208_r2.m1.g2.t1_2_exon	OZ210597.1	20788617	20788791	-	0.58
518288at33208_r2.m1.g2.t1_2_intron	OZ210597.1	20788385	20788617	-	0.58
518288at33208_r2.m1.g2.t1_3_exon	OZ210597.1	20788313	20788385	-	0.77
518288at33208_r2.m1.g2.t1_3_intron	OZ210597.1	20788269	20788313	-	0.77
518288at33208_r2.m1.g2.t1_4_exon	OZ210597.1	20788206	20788269	-	0.83
518288at33208_r2.m1.g2.t1_4_intron	OZ210597.1	20787630	20788206	-	0.83
518288at33208_r2.m1.g2.t1_5_exon	OZ210597.1	20787534	20787630	-	1.0
518288at33208_r2.m1.g2.t1_5_intron	OZ210597.1	20787483	20787534	-	1.0
518288at33208_r2.m1.g2.t1_6_exon	OZ210597.1	20787351	20787483	-	1.0
518288at33208_r2.m1.g2.t1_downstream1	OZ210597.1	20787351	20787451	-	1.0
518288at33208_r2.m1.g2.t1_downstream2	OZ210597.1	20787151	20787351	-	1.0
524148at33208_r2.m1.g1.t1_upstream1	OZ210593.1	30770769	30770969	+	0.02
524148at33208_r2.m1.g1.t1_upstream2	OZ210593.1	30770969	30771169	+	0.02
524148at33208_r2.m1.g1.t1_1_exon	OZ210593.1	30771069	30771393	+	0.42
524148at33208_r2.m1.g1.t1_1_intron	OZ210593.1	30771393	30772902	+	0.42
524148at33208_r2.m1.g1.t1_2_exon	OZ210593.1	30772902	30773001	+	0.42
524148at33208_r2.m1.g1.t1_2_intron	OZ210593.1	30773001	30773089	+	0.42
524148at33208_r2.m1.g1.t1_3_exon	OZ210593.1	30773089	30773335	+	0.45
524148at33208_r2.m1.g1.t1_3_intron	OZ210593.1	30773335	30774074	+	0.45
524148at33208_r2.m1.g1.t1_4_exon	OZ210593.1	30774074	30774193	+	0.82
524148at33208_r2.m1.g1.t1_4_intron	OZ210593.1	30774193	30774234	+	0.82
524148at33208_r2.m1.g1.t1_5_exon	OZ210593.1	30774234	30774393	+	0.81
524148at33208_r2.m1.g1.t1_5_intron	OZ210593.1	30774393	30775558	+	0.81
524148at33208_r2.m1.g1.t1_6_exon	OZ210593.1	30775558	30775799	+	0.38
524148at33208_r2.m1.g1.t1_6_intron	OZ210593.1	30775799	30777715	+	0.38
524148at33208_r2.m1.g1.t1_7_exon	OZ210593.1	30777715	30777982	+	0.8
524148at33208_r2.m1.g1.t1_downstream1	OZ210593.1	30777882	30777982	+	0.8
524148at33208_r2.m1.g1.t1_downstream2	OZ210593.1	30777982	30778182	+	0.8
525542at33208_r2.m1.g1.t1_upstream1	OZ210597.1	29566149	29566349	-	0.05
525542at33208_r2.m1.g1.t1_upstream2	OZ210597.1	29565949	29566149	-	0.05
525542at33208_r2.m1.g1.t1_1_exon	OZ210597.1	29565866	29566049	-	0.95
525542at33208_r2.m1.g1.t1_1_intron	OZ210597.1	29564792	29565866	-	0.95
525542at33208_r2.m1.g1.t1_2_exon	OZ210597.1	29564634	29564792	-	0.81
525542at33208_r2.m1.g1.t1_2_intron	OZ210597.1	29564112	29564634	-	0.81
525542at33208_r2.m1.g1.t1_3_exon	OZ210597.1	29563970	29564112	-	0.99
525542at33208_r2.m1.g1.t1_3_intron	OZ210597.1	29563889	29563970	-	0.99
525542at33208_r2.m1.g1.t1_4_exon	OZ210597.1	29563676	29563889	-	0.82
525542at33208_r2.m1.g1.t1_4_intron	OZ210597.1	29563624	29563676	-	0.82
525542at33208_r2.m1.g1.t1_5_exon	OZ210597.1	29563567	29563624	-	0.83
525542at33208_r2.m1.g1.t1_5_intron	OZ210597.1	29562992	29563567	-	0.83
525542at33208_r2.m1.g1.t1_6_exon	OZ210597.1	29562859	29562992	-	0.94
525542at33208_r2.m1.g1.t1_6_intron	OZ210597.1	29562815	29562859	-	0.94
525542at33208_r2.m1.g1.t1_7_exon	OZ210597.1	29562615	29562815	-	0.97
525542at33208_r2.m1.g1.t1_7_intron	OZ210597.1	29562112	29562615	-	0.97
525542at33208_r2.m1.g1.t1_8_exon	OZ210597.1	29561989	29562112	-	0.97
525542at33208_r2.m1.g1.t1_8_intron	OZ210597.1	29561942	29561989	-	0.97
525542at33208_r2.m1.g1.t1_9_exon	OZ210597.1	29561825	29561942	-	0.9
525542at33208_r2.m1.g1.t1_9_intron	OZ210597.1	29561351	29561825	-	0.9
525542at33208_r2.m1.g1.t1_10_exon	OZ210597.1	29561339	29561351	-	0.83
525542at33208_r2.m1.g1.t1_10_intron	OZ210597.1	29561291	29561339	-	0.83
525542at33208_r2.m1.g1.t1_11_exon	OZ210597.1	29561177	29561291	-	0.81
525542at33208_r2.m1.g1.t1_11_intron	OZ210597.1	29561129	29561177	-	0.81
525542at33208_r2.m1.g1.t1_12_exon	OZ210597.1	29560991	29561129	-	0.96
525542at33208_r2.m1.g1.t1_12_intron	OZ210597.1	29560903	29560991	-	0.96
525542at33208_r2.m1.g1.t1_13_exon	OZ210597.1	29560786	29560903	-	0.95
525542at33208_r2.m1.g1.t1_13_intron	OZ210597.1	29560378	29560786	-	0.95
525542at33208_r2.m1.g1.t1_14_exon	OZ210597.1	29560273	29560378	-	0.83
525542at33208_r2.m1.g1.t1_14_intron	OZ210597.1	29559519	29560273	-	0.83
525542at33208_r2.m1.g1.t1_15_exon	OZ210597.1	29559402	29559519	-	0.82
525542at33208_r2.m1.g1.t1_15_intron	OZ210597.1	29559362	29559402	-	0.82
525542at33208_r2.m1.g1.t1_16_exon	OZ210597.1	29559224	29559362	-	0.63
525542at33208_r2.m1.g1.t1_16_intron	OZ210597.1	29558888	29559224	-	0.63
525542at33208_r2.m1.g1.t1_17_exon	OZ210597.1	29558820	29558888	-	0.33
525542at33208_r2.m1.g1.t1_downstream1	OZ210597.1	29558820	29558920	-	0.33
525542at33208_r2.m1.g1.t1_downstream2	OZ210597.1	29558620	29558820	-	0.33
532930at33208_r2.m1.g2.t1_upstream1	OZ210596.1	5155353	5155553	+	0.15
532930at33208_r2.m1.g2.t1_upstream2	OZ210596.1	5155553	5155753	+	0.15
532930at33208_r2.m1.g2.t1_1_exon	OZ210596.1	5155653	5155658	+	0.71
532930at33208_r2.m1.g2.t1_1_intron	OZ210596.1	5155658	5155719	+	0.71
532930at33208_r2.m1.g2.t1_2_exon	OZ210596.1	5155719	5155917	+	0.94
532930at33208_r2.m1.g2.t1_2_intron	OZ210596.1	5155917	5156877	+	0.94
532930at33208_r2.m1.g2.t1_3_exon	OZ210596.1	5156877	5157068	+	0.9
532930at33208_r2.m1.g2.t1_3_intron	OZ210596.1	5157068	5157226	+	0.9
532930at33208_r2.m1.g2.t1_4_exon	OZ210596.1	5157226	5157276	+	0.21
532930at33208_r2.m1.g2.t1_downstream1	OZ210596.1	5157176	5157276	+	0.21
532930at33208_r2.m1.g2.t1_downstream2	OZ210596.1	5157276	5157476	+	0.21
533666at33208_r2.m1.g1.t1_upstream1	OZ210597.1	10053290	10053490	-	0.04
533666at33208_r2.m1.g1.t1_upstream2	OZ210597.1	10053090	10053290	-	0.04
533666at33208_r2.m1.g1.t1_1_exon	OZ210597.1	10053126	10053190	-	0.73
533666at33208_r2.m1.g1.t1_1_intron	OZ210597.1	10053074	10053126	-	0.73
533666at33208_r2.m1.g1.t1_2_exon	OZ210597.1	10052961	10053074	-	0.45
533666at33208_r2.m1.g1.t1_2_intron	OZ210597.1	10052199	10052961	-	0.45
533666at33208_r2.m1.g1.t1_3_exon	OZ210597.1	10051632	10052199	-	0.53
533666at33208_r2.m1.g1.t1_3_intron	OZ210597.1	10051379	10051632	-	0.53
533666at33208_r2.m1.g1.t1_4_exon	OZ210597.1	10050457	10051379	-	0.6
533666at33208_r2.m1.g1.t1_4_intron	OZ210597.1	10049754	10050457	-	0.6
533666at33208_r2.m1.g1.t1_5_exon	OZ210597.1	10049571	10049754	-	0.41
533666at33208_r2.m1.g1.t1_5_intron	OZ210597.1	10049528	10049571	-	0.41
533666at33208_r2.m1.g1.t1_6_exon	OZ210597.1	10049282	10049528	-	0.65
533666at33208_r2.m1.g1.t1_6_intron	OZ210597.1	10048695	10049282	-	0.65
533666at33208_r2.m1.g1.t1_7_exon	OZ210597.1	10048485	10048695	-	0.5
533666at33208_r2.m1.g1.t1_7_intron	OZ210597.1	10048438	10048485	-	0.5
533666at33208_r2.m1.g1.t1_8_exon	OZ210597.1	10048266	10048438	-	0.91
533666at33208_r2.m1.g1.t1_8_intron	OZ210597.1	10047968	10048266	-	0.91
533666at33208_r2.m1.g1.t1_9_exon	OZ210597.1	10047766	10047968	-	1.0
533666at33208_r2.m1.g1.t1_downstream1	OZ210597.1	10047766	10047866	-	1.0
533666at33208_r2.m1.g1.t1_downstream2	OZ210597.1	10047566	10047766	-	1.0
543124at33208_r2.m1.g2.t1_upstream1	OZ210593.1	15161572	15161772	-	0.06
543124at33208_r2.m1.g2.t1_upstream2	OZ210593.1	15161372	15161572	-	0.06
543124at33208_r2.m1.g2.t1_1_exon	OZ210593.1	15161402	15161472	-	0.83
543124at33208_r2.m1.g2.t1_1_intron	OZ210593.1	15159883	15161402	-	0.83
543124at33208_r2.m1.g2.t1_2_exon	OZ210593.1	15159730	15159883	-	0.34
543124at33208_r2.m1.g2.t1_2_intron	OZ210593.1	15159412	15159730	-	0.34
543124at33208_r2.m1.g2.t1_3_exon	OZ210593.1	15159250	15159412	-	0.84
543124at33208_r2.m1.g2.t1_3_intron	OZ210593.1	15159206	15159250	-	0.84
543124at33208_r2.m1.g2.t1_4_exon	OZ210593.1	15159124	15159206	-	0.69
543124at33208_r2.m1.g2.t1_4_intron	OZ210593.1	15157977	15159124	-	0.69
543124at33208_r2.m1.g2.t1_5_exon	OZ210593.1	15157946	15157977	-	0.37
543124at33208_r2.m1.g2.t1_downstream1	OZ210593.1	15157946	15158046	-	0.37
543124at33208_r2.m1.g2.t1_downstream2	OZ210593.1	15157746	15157946	-	0.37
558791at33208_r2.m1.g1.t1_upstream1	OZ210592.1	19350260	19350460	-	0.01
558791at33208_r2.m1.g1.t1_upstream2	OZ210592.1	19350060	19350260	-	0.01
558791at33208_r2.m1.g1.t1_1_exon	OZ210592.1	19349857	19350160	-	0.96
558791at33208_r2.m1.g1.t1_1_intron	OZ210592.1	19349817	19349857	-	0.96
558791at33208_r2.m1.g1.t1_2_exon	OZ210592.1	19349705	19349817	-	0.54
558791at33208_r2.m1.g1.t1_2_intron	OZ210592.1	19345478	19349705	-	0.54
558791at33208_r2.m1.g1.t1_3_exon	OZ210592.1	19345458	19345478	-	0.29
558791at33208_r2.m1.g1.t1_3_intron	OZ210592.1	19345295	19345458	-	0.29
558791at33208_r2.m1.g1.t1_4_exon	OZ210592.1	19345129	19345295	-	0.71
558791at33208_r2.m1.g1.t1_4_intron	OZ210592.1	19344935	19345129	-	0.71
558791at33208_r2.m1.g1.t1_5_exon	OZ210592.1	19344802	19344935	-	0.72
558791at33208_r2.m1.g1.t1_5_intron	OZ210592.1	19344756	19344802	-	0.72
558791at33208_r2.m1.g1.t1_6_exon	OZ210592.1	19344680	19344756	-	0.21
558791at33208_r2.m1.g1.t1_6_intron	OZ210592.1	19344512	19344680	-	0.21
558791at33208_r2.m1.g1.t1_7_exon	OZ210592.1	19344451	19344512	-	0.31
558791at33208_r2.m1.g1.t1_7_intron	OZ210592.1	19344409	19344451	-	0.31
558791at33208_r2.m1.g1.t1_8_exon	OZ210592.1	19344294	19344409	-	0.93
558791at33208_r2.m1.g1.t1_8_intron	OZ210592.1	19344020	19344294	-	0.93
558791at33208_r2.m1.g1.t1_9_exon	OZ210592.1	19343911	19344020	-	0.62
558791at33208_r2.m1.g1.t1_9_intron	OZ210592.1	19343612	19343911	-	0.62
558791at33208_r2.m1.g1.t1_10_exon	OZ210592.1	19343435	19343612	-	0.97
558791at33208_r2.m1.g1.t1_10_intron	OZ210592.1	19343254	19343435	-	0.97
558791at33208_r2.m1.g1.t1_11_exon	OZ210592.1	19343063	19343254	-	0.96
558791at33208_r2.m1.g1.t1_11_intron	OZ210592.1	19343020	19343063	-	0.96
558791at33208_r2.m1.g1.t1_12_exon	OZ210592.1	19342960	19343020	-	0.88
558791at33208_r2.m1.g1.t1_12_intron	OZ210592.1	19342919	19342960	-	0.88
558791at33208_r2.m1.g1.t1_13_exon	OZ210592.1	19342866	19342919	-	0.9
558791at33208_r2.m1.g1.t1_13_intron	OZ210592.1	19342826	19342866	-	0.9
558791at33208_r2.m1.g1.t1_14_exon	OZ210592.1	19342783	19342826	-	0.62
558791at33208_r2.m1.g1.t1_14_intron	OZ210592.1	19342584	19342783	-	0.62
558791at33208_r2.m1.g1.t1_15_exon	OZ210592.1	19342498	19342584	-	0.79
558791at33208_r2.m1.g1.t1_15_intron	OZ210592.1	19342458	19342498	-	0.79
558791at33208_r2.m1.g1.t1_16_exon	OZ210592.1	19342320	19342458	-	0.79
558791at33208_r2.m1.g1.t1_16_intron	OZ210592.1	19342166	19342320	-	0.79
558791at33208_r2.m1.g1.t1_17_exon	OZ210592.1	19342014	19342166	-	0.36
558791at33208_r2.m1.g1.t1_17_intron	OZ210592.1	19341935	19342014	-	0.36
558791at33208_r2.m1.g1.t1_18_exon	OZ210592.1	19341740	19341935	-	0.24
558791at33208_r2.m1.g1.t1_downstream1	OZ210592.1	19341740	19341840	-	0.24
558791at33208_r2.m1.g1.t1_downstream2	OZ210592.1	19341540	19341740	-	0.24
567650at33208_r2.m1.g1.t1_upstream1	OZ210596.1	9234227	9234427	+	0.01
567650at33208_r2.m1.g1.t1_upstream2	OZ210596.1	9234427	9234627	+	0.01
567650at33208_r2.m1.g1.t1_1_exon	OZ210596.1	9234527	9234689	+	0.97
567650at33208_r2.m1.g1.t1_1_intron	OZ210596.1	9234689	9235463	+	0.97
567650at33208_r2.m1.g1.t1_2_exon	OZ210596.1	9235463	9235581	+	0.98
567650at33208_r2.m1.g1.t1_2_intron	OZ210596.1	9235581	9235625	+	0.98
567650at33208_r2.m1.g1.t1_3_exon	OZ210596.1	9235625	9235704	+	1.0
567650at33208_r2.m1.g1.t1_3_intron	OZ210596.1	9235704	9236100	+	1.0
567650at33208_r2.m1.g1.t1_4_exon	OZ210596.1	9236100	9236311	+	0.89
567650at33208_r2.m1.g1.t1_4_intron	OZ210596.1	9236311	9236772	+	0.89
567650at33208_r2.m1.g1.t1_5_exon	OZ210596.1	9236772	9237086	+	0.44
567650at33208_r2.m1.g1.t1_5_intron	OZ210596.1	9237086	9237530	+	0.44
567650at33208_r2.m1.g1.t1_6_exon	OZ210596.1	9237530	9237808	+	0.63
567650at33208_r2.m1.g1.t1_6_intron	OZ210596.1	9237808	9238047	+	0.63
567650at33208_r2.m1.g1.t1_7_exon	OZ210596.1	9238047	9238250	+	0.95
567650at33208_r2.m1.g1.t1_7_intron	OZ210596.1	9238250	9238294	+	0.95
567650at33208_r2.m1.g1.t1_8_exon	OZ210596.1	9238294	9238456	+	0.38
567650at33208_r2.m1.g1.t1_8_intron	OZ210596.1	9238456	9239041	+	0.38
567650at33208_r2.m1.g1.t1_9_exon	OZ210596.1	9239041	9239233	+	0.48
567650at33208_r2.m1.g1.t1_9_intron	OZ210596.1	9239233	9240763	+	0.48
567650at33208_r2.m1.g1.t1_10_exon	OZ210596.1	9240763	9240871	+	0.58
567650at33208_r2.m1.g1.t1_10_intron	OZ210596.1	9240871	9241615	+	0.58
567650at33208_r2.m1.g1.t1_11_exon	OZ210596.1	9241615	9241870	+	0.69
567650at33208_r2.m1.g1.t1_11_intron	OZ210596.1	9241870	9242511	+	0.69
567650at33208_r2.m1.g1.t1_12_exon	OZ210596.1	9242511	9242988	+	0.92
567650at33208_r2.m1.g1.t1_12_intron	OZ210596.1	9242988	9244161	+	0.92
567650at33208_r2.m1.g1.t1_13_exon	OZ210596.1	9244161	9244386	+	1.0
567650at33208_r2.m1.g1.t1_13_intron	OZ210596.1	9244386	9244430	+	1.0
567650at33208_r2.m1.g1.t1_14_exon	OZ210596.1	9244430	9244616	+	1.0
567650at33208_r2.m1.g1.t1_14_intron	OZ210596.1	9244616	9245283	+	1.0
567650at33208_r2.m1.g1.t1_15_exon	OZ210596.1	9245283	9245457	+	0.71
567650at33208_r2.m1.g1.t1_15_intron	OZ210596.1	9245457	9245539	+	0.71
567650at33208_r2.m1.g1.t1_16_exon	OZ210596.1	9245539	9245843	+	0.27
567650at33208_r2.m1.g1.t1_16_intron	OZ210596.1	9245843	9247895	+	0.27
567650at33208_r2.m1.g1.t1_17_exon	OZ210596.1	9247895	9248116	+	0.15
567650at33208_r2.m1.g1.t1_17_intron	OZ210596.1	9248116	9248391	+	0.15
567650at33208_r2.m1.g1.t1_18_exon	OZ210596.1	9248391	9248562	+	0.68
567650at33208_r2.m1.g1.t1_18_intron	OZ210596.1	9248562	9259098	+	0.68
567650at33208_r2.m1.g1.t1_19_exon	OZ210596.1	9259098	9259206	+	0.47
567650at33208_r2.m1.g1.t1_19_intron	OZ210596.1	9259206	9259338	+	0.47
567650at33208_r2.m1.g1.t1_20_exon	OZ210596.1	9259338	9259456	+	0.57
567650at33208_r2.m1.g1.t1_20_intron	OZ210596.1	9259456	9259495	+	0.57
567650at33208_r2.m1.g1.t1_21_exon	OZ210596.1	9259495	9259574	+	0.65
567650at33208_r2.m1.g1.t1_21_intron	OZ210596.1	9259574	9259799	+	0.65
567650at33208_r2.m1.g1.t1_22_exon	OZ210596.1	9259799	9260010	+	0.95
567650at33208_r2.m1.g1.t1_22_intron	OZ210596.1	9260010	9260538	+	0.95
567650at33208_r2.m1.g1.t1_23_exon	OZ210596.1	9260538	9260758	+	0.76
567650at33208_r2.m1.g1.t1_23_intron	OZ210596.1	9260758	9260808	+	0.76
567650at33208_r2.m1.g1.t1_24_exon	OZ210596.1	9260808	9261011	+	0.52
567650at33208_r2.m1.g1.t1_24_intron	OZ210596.1	9261011	9261521	+	0.52
567650at33208_r2.m1.g1.t1_25_exon	OZ210596.1	9261521	9261810	+	0.96
567650at33208_r2.m1.g1.t1_25_intron	OZ210596.1	9261810	9261964	+	0.96
567650at33208_r2.m1.g1.t1_26_exon	OZ210596.1	9261964	9262200	+	1.0
567650at33208_r2.m1.g1.t1_26_intron	OZ210596.1	9262200	9262723	+	1.0
567650at33208_r2.m1.g1.t1_27_exon	OZ210596.1	9262723	9262834	+	0.75
567650at33208_r2.m1.g1.t1_27_intron	OZ210596.1	9262834	9262879	+	0.75
567650at33208_r2.m1.g1.t1_28_exon	OZ210596.1	9262879	9263209	+	0.92
567650at33208_r2.m1.g1.t1_28_intron	OZ210596.1	9263209	9263717	+	0.92
567650at33208_r2.m1.g1.t1_29_exon	OZ210596.1	9263717	9264257	+	0.85
567650at33208_r2.m1.g1.t1_29_intron	OZ210596.1	9264257	9264780	+	0.85
567650at33208_r2.m1.g1.t1_30_exon	OZ210596.1	9264780	9265038	+	0.82
567650at33208_r2.m1.g1.t1_30_intron	OZ210596.1	9265038	9265144	+	0.82
567650at33208_r2.m1.g1.t1_31_exon	OZ210596.1	9265144	9265431	+	0.57
567650at33208_r2.m1.g1.t1_31_intron	OZ210596.1	9265431	9265802	+	0.57
567650at33208_r2.m1.g1.t1_32_exon	OZ210596.1	9265802	9266094	+	0.62
567650at33208_r2.m1.g1.t1_32_intron	OZ210596.1	9266094	9266474	+	0.62
567650at33208_r2.m1.g1.t1_33_exon	OZ210596.1	9266474	9266537	+	0.62
567650at33208_r2.m1.g1.t1_downstream1	OZ210596.1	9266437	9266537	+	0.62
567650at33208_r2.m1.g1.t1_downstream2	OZ210596.1	9266537	9266737	+	0.62
569294at33208_r2.m1.g1.t1_upstream1	OZ210594.1	30024279	30024479	-	0.09
569294at33208_r2.m1.g1.t1_upstream2	OZ210594.1	30024079	30024279	-	0.09
569294at33208_r2.m1.g1.t1_1_exon	OZ210594.1	30024007	30024179	-	0.1
569294at33208_r2.m1.g1.t1_1_intron	OZ210594.1	30023833	30024007	-	0.1
569294at33208_r2.m1.g1.t1_2_exon	OZ210594.1	30023576	30023833	-	0.49
569294at33208_r2.m1.g1.t1_2_intron	OZ210594.1	30023063	30023576	-	0.49
569294at33208_r2.m1.g1.t1_3_exon	OZ210594.1	30022822	30023063	-	0.91
569294at33208_r2.m1.g1.t1_3_intron	OZ210594.1	30022770	30022822	-	0.91
569294at33208_r2.m1.g1.t1_4_exon	OZ210594.1	30022684	30022770	-	0.96
569294at33208_r2.m1.g1.t1_downstream1	OZ210594.1	30022684	30022784	-	0.96
569294at33208_r2.m1.g1.t1_downstream2	OZ210594.1	30022484	30022684	-	0.96
569878at33208_r2.m1.g2.t1_upstream1	OZ210593.1	14269071	14269271	+	0.44
569878at33208_r2.m1.g2.t1_upstream2	OZ210593.1	14269271	14269471	+	0.44
569878at33208_r2.m1.g2.t1_1_exon	OZ210593.1	14269371	14269380	+	0.47
569878at33208_r2.m1.g2.t1_1_intron	OZ210593.1	14269380	14270309	+	0.47
569878at33208_r2.m1.g2.t1_2_exon	OZ210593.1	14270309	14270537	+	0.78
569878at33208_r2.m1.g2.t1_2_intron	OZ210593.1	14270537	14270744	+	0.78
569878at33208_r2.m1.g2.t1_3_exon	OZ210593.1	14270744	14270831	+	0.98
569878at33208_r2.m1.g2.t1_3_intron	OZ210593.1	14270831	14271340	+	0.98
569878at33208_r2.m1.g2.t1_4_exon	OZ210593.1	14271340	14271535	+	0.99
569878at33208_r2.m1.g2.t1_downstream1	OZ210593.1	14271435	14271535	+	0.99
569878at33208_r2.m1.g2.t1_downstream2	OZ210593.1	14271535	14271735	+	0.99
573203at33208_r2.m1.g2.t1_upstream1	OZ210596.1	4856661	4856861	+	0.04
573203at33208_r2.m1.g2.t1_upstream2	OZ210596.1	4856861	4857061	+	0.04
573203at33208_r2.m1.g2.t1_1_exon	OZ210596.1	4856961	4857252	+	0.75
573203at33208_r2.m1.g2.t1_1_intron	OZ210596.1	4857252	4857700	+	0.75
573203at33208_r2.m1.g2.t1_2_exon	OZ210596.1	4857700	4857887	+	0.86
573203at33208_r2.m1.g2.t1_2_intron	OZ210596.1	4857887	4858215	+	0.86
573203at33208_r2.m1.g2.t1_3_exon	OZ210596.1	4858215	4858307	+	0.09
573203at33208_r2.m1.g2.t1_3_intron	OZ210596.1	4858307	4861462	+	0.09
573203at33208_r2.m1.g2.t1_4_exon	OZ210596.1	4861462	4861570	+	0.64
573203at33208_r2.m1.g2.t1_4_intron	OZ210596.1	4861570	4862040	+	0.64
573203at33208_r2.m1.g2.t1_5_exon	OZ210596.1	4862040	4862112	+	0.89
573203at33208_r2.m1.g2.t1_downstream1	OZ210596.1	4862012	4862112	+	0.89
573203at33208_r2.m1.g2.t1_downstream2	OZ210596.1	4862112	4862312	+	0.89
581547at33208_r2.m1.g1.t1_upstream1	OZ210597.1	19576834	19577034	+	0.01
581547at33208_r2.m1.g1.t1_upstream2	OZ210597.1	19577034	19577234	+	0.01
581547at33208_r2.m1.g1.t1_1_exon	OZ210597.1	19577134	19577180	+	0.56
581547at33208_r2.m1.g1.t1_1_intron	OZ210597.1	19577180	19577223	+	0.56
581547at33208_r2.m1.g1.t1_2_exon	OZ210597.1	19577223	19577361	+	0.9
581547at33208_r2.m1.g1.t1_2_intron	OZ210597.1	19577361	19577686	+	0.9
581547at33208_r2.m1.g1.t1_3_exon	OZ210597.1	19577686	19577759	+	0.99
581547at33208_r2.m1.g1.t1_3_intron	OZ210597.1	19577759	19577805	+	0.99
581547at33208_r2.m1.g1.t1_4_exon	OZ210597.1	19577805	19578005	+	1.0
581547at33208_r2.m1.g1.t1_4_intron	OZ210597.1	19578005	19578253	+	1.0
581547at33208_r2.m1.g1.t1_5_exon	OZ210597.1	19578253	19578445	+	0.81
581547at33208_r2.m1.g1.t1_5_intron	OZ210597.1	19578445	19578489	+	0.81
581547at33208_r2.m1.g1.t1_6_exon	OZ210597.1	19578489	19578610	+	0.67
581547at33208_r2.m1.g1.t1_6_intron	OZ210597.1	19578610	19579157	+	0.67
581547at33208_r2.m1.g1.t1_7_exon	OZ210597.1	19579157	19579312	+	0.57
581547at33208_r2.m1.g1.t1_7_intron	OZ210597.1	19579312	19580429	+	0.57
581547at33208_r2.m1.g1.t1_8_exon	OZ210597.1	19580429	19580469	+	0.23
581547at33208_r2.m1.g1.t1_8_intron	OZ210597.1	19580469	19581053	+	0.23
581547at33208_r2.m1.g1.t1_9_exon	OZ210597.1	19581053	19581087	+	0.23
581547at33208_r2.m1.g1.t1_9_intron	OZ210597.1	19581087	19582076	+	0.23
581547at33208_r2.m1.g1.t1_10_exon	OZ210597.1	19582076	19582089	+	0.49
581547at33208_r2.m1.g1.t1_10_intron	OZ210597.1	19582089	19582134	+	0.49
581547at33208_r2.m1.g1.t1_11_exon	OZ210597.1	19582134	19582173	+	0.34
581547at33208_r2.m1.g1.t1_11_intron	OZ210597.1	19582173	19582237	+	0.34
581547at33208_r2.m1.g1.t1_12_exon	OZ210597.1	19582237	19582424	+	0.76
581547at33208_r2.m1.g1.t1_12_intron	OZ210597.1	19582424	19582467	+	0.76
