Region	Reference	Start	End	Strand	Score
447320at33208_r2.m1.g1.t1_downstream1	OZ210594.1	26192239	26192339	+	0.86
447320at33208_r2.m1.g1.t1_downstream2	OZ210594.1	26192339	26192539	+	0.86
451242at33208_r2.m1.g1.t1_upstream1	OZ210597.1	20470396	20470596	+	0.01
451242at33208_r2.m1.g1.t1_upstream2	OZ210597.1	20470596	20470796	+	0.01
451242at33208_r2.m1.g1.t1_1_exon	OZ210597.1	20470696	20470868	+	0.98
451242at33208_r2.m1.g1.t1_1_intron	OZ210597.1	20470868	20470909	+	0.98
451242at33208_r2.m1.g1.t1_2_exon	OZ210597.1	20470909	20471046	+	0.85
451242at33208_r2.m1.g1.t1_2_intron	OZ210597.1	20471046	20471607	+	0.85
451242at33208_r2.m1.g1.t1_3_exon	OZ210597.1	20471607	20471733	+	0.97
451242at33208_r2.m1.g1.t1_3_intron	OZ210597.1	20471733	20471774	+	0.97
451242at33208_r2.m1.g1.t1_4_exon	OZ210597.1	20471774	20471834	+	0.91
451242at33208_r2.m1.g1.t1_4_intron	OZ210597.1	20471834	20472314	+	0.91
451242at33208_r2.m1.g1.t1_5_exon	OZ210597.1	20472314	20472380	+	0.96
451242at33208_r2.m1.g1.t1_5_intron	OZ210597.1	20472380	20472424	+	0.96
451242at33208_r2.m1.g1.t1_6_exon	OZ210597.1	20472424	20472610	+	0.68
451242at33208_r2.m1.g1.t1_6_intron	OZ210597.1	20472610	20474398	+	0.68
451242at33208_r2.m1.g1.t1_7_exon	OZ210597.1	20474398	20474675	+	0.31
451242at33208_r2.m1.g1.t1_7_intron	OZ210597.1	20474675	20474935	+	0.31
451242at33208_r2.m1.g1.t1_8_exon	OZ210597.1	20474935	20475183	+	0.79
451242at33208_r2.m1.g1.t1_8_intron	OZ210597.1	20475183	20476200	+	0.79
451242at33208_r2.m1.g1.t1_9_exon	OZ210597.1	20476200	20476247	+	0.38
451242at33208_r2.m1.g1.t1_9_intron	OZ210597.1	20476247	20476710	+	0.38
451242at33208_r2.m1.g1.t1_10_exon	OZ210597.1	20476710	20476789	+	0.35
451242at33208_r2.m1.g1.t1_10_intron	OZ210597.1	20476789	20476835	+	0.35
451242at33208_r2.m1.g1.t1_11_exon	OZ210597.1	20476835	20476997	+	0.47
451242at33208_r2.m1.g1.t1_11_intron	OZ210597.1	20476997	20477281	+	0.47
451242at33208_r2.m1.g1.t1_12_exon	OZ210597.1	20477281	20477599	+	0.89
451242at33208_r2.m1.g1.t1_12_intron	OZ210597.1	20477599	20477719	+	0.89
451242at33208_r2.m1.g1.t1_13_exon	OZ210597.1	20477719	20477861	+	0.74
451242at33208_r2.m1.g1.t1_13_intron	OZ210597.1	20477861	20478057	+	0.74
451242at33208_r2.m1.g1.t1_14_exon	OZ210597.1	20478057	20478277	+	0.59
451242at33208_r2.m1.g1.t1_14_intron	OZ210597.1	20478277	20478726	+	0.59
451242at33208_r2.m1.g1.t1_15_exon	OZ210597.1	20478726	20479006	+	0.51
451242at33208_r2.m1.g1.t1_15_intron	OZ210597.1	20479006	20479679	+	0.51
451242at33208_r2.m1.g1.t1_16_exon	OZ210597.1	20479679	20479787	+	0.41
451242at33208_r2.m1.g1.t1_16_intron	OZ210597.1	20479787	20480282	+	0.41
451242at33208_r2.m1.g1.t1_17_exon	OZ210597.1	20480282	20480558	+	0.96
451242at33208_r2.m1.g1.t1_downstream1	OZ210597.1	20480458	20480558	+	0.96
451242at33208_r2.m1.g1.t1_downstream2	OZ210597.1	20480558	20480758	+	0.96
451957at33208_r2.m1.g1.t1_upstream1	OZ210597.1	6787808	6788008	+	0.01
451957at33208_r2.m1.g1.t1_upstream2	OZ210597.1	6788008	6788208	+	0.01
451957at33208_r2.m1.g1.t1_1_exon	OZ210597.1	6788108	6788148	+	0.96
451957at33208_r2.m1.g1.t1_1_intron	OZ210597.1	6788148	6788411	+	0.96
451957at33208_r2.m1.g1.t1_2_exon	OZ210597.1	6788411	6788480	+	0.4
451957at33208_r2.m1.g1.t1_2_intron	OZ210597.1	6788480	6788545	+	0.4
451957at33208_r2.m1.g1.t1_3_exon	OZ210597.1	6788545	6788647	+	0.71
451957at33208_r2.m1.g1.t1_3_intron	OZ210597.1	6788647	6789029	+	0.71
451957at33208_r2.m1.g1.t1_4_exon	OZ210597.1	6789029	6789262	+	0.76
451957at33208_r2.m1.g1.t1_4_intron	OZ210597.1	6789262	6789830	+	0.76
451957at33208_r2.m1.g1.t1_5_exon	OZ210597.1	6789830	6789976	+	0.99
451957at33208_r2.m1.g1.t1_5_intron	OZ210597.1	6789976	6790028	+	0.99
451957at33208_r2.m1.g1.t1_6_exon	OZ210597.1	6790028	6790145	+	1.0
451957at33208_r2.m1.g1.t1_6_intron	OZ210597.1	6790145	6790801	+	1.0
451957at33208_r2.m1.g1.t1_7_exon	OZ210597.1	6790801	6790913	+	0.93
451957at33208_r2.m1.g1.t1_7_intron	OZ210597.1	6790913	6791294	+	0.93
451957at33208_r2.m1.g1.t1_8_exon	OZ210597.1	6791294	6791472	+	0.66
451957at33208_r2.m1.g1.t1_8_intron	OZ210597.1	6791472	6792026	+	0.66
451957at33208_r2.m1.g1.t1_9_exon	OZ210597.1	6792026	6792098	+	0.36
451957at33208_r2.m1.g1.t1_9_intron	OZ210597.1	6792098	6792150	+	0.36
451957at33208_r2.m1.g1.t1_10_exon	OZ210597.1	6792150	6792326	+	0.57
451957at33208_r2.m1.g1.t1_10_intron	OZ210597.1	6792326	6792706	+	0.57
451957at33208_r2.m1.g1.t1_11_exon	OZ210597.1	6792706	6792969	+	0.67
451957at33208_r2.m1.g1.t1_11_intron	OZ210597.1	6792969	6794809	+	0.67
451957at33208_r2.m1.g1.t1_12_exon	OZ210597.1	6794809	6794912	+	0.24
451957at33208_r2.m1.g1.t1_12_intron	OZ210597.1	6794912	6795438	+	0.24
451957at33208_r2.m1.g1.t1_13_exon	OZ210597.1	6795438	6795664	+	0.93
451957at33208_r2.m1.g1.t1_13_intron	OZ210597.1	6795664	6796012	+	0.93
451957at33208_r2.m1.g1.t1_14_exon	OZ210597.1	6796012	6796156	+	0.97
451957at33208_r2.m1.g1.t1_14_intron	OZ210597.1	6796156	6796200	+	0.97
451957at33208_r2.m1.g1.t1_15_exon	OZ210597.1	6796200	6796283	+	0.81
451957at33208_r2.m1.g1.t1_downstream1	OZ210597.1	6796183	6796283	+	0.81
451957at33208_r2.m1.g1.t1_downstream2	OZ210597.1	6796283	6796483	+	0.81
455512at33208_r2.m1.g2.t1_upstream1	OZ210592.1	16082182	16082382	-	0.19
455512at33208_r2.m1.g2.t1_upstream2	OZ210592.1	16081982	16082182	-	0.19
455512at33208_r2.m1.g2.t1_1_exon	OZ210592.1	16081995	16082082	-	0.66
455512at33208_r2.m1.g2.t1_1_intron	OZ210592.1	16081629	16081995	-	0.66
455512at33208_r2.m1.g2.t1_2_exon	OZ210592.1	16081480	16081629	-	0.53
455512at33208_r2.m1.g2.t1_2_intron	OZ210592.1	16080620	16081480	-	0.53
455512at33208_r2.m1.g2.t1_3_exon	OZ210592.1	16080218	16080620	-	1.0
455512at33208_r2.m1.g2.t1_3_intron	OZ210592.1	16079966	16080218	-	1.0
455512at33208_r2.m1.g2.t1_4_exon	OZ210592.1	16079686	16079966	-	0.71
455512at33208_r2.m1.g2.t1_4_intron	OZ210592.1	16078403	16079686	-	0.71
455512at33208_r2.m1.g2.t1_5_exon	OZ210592.1	16078139	16078403	-	0.59
455512at33208_r2.m1.g2.t1_downstream1	OZ210592.1	16078139	16078239	-	0.59
455512at33208_r2.m1.g2.t1_downstream2	OZ210592.1	16077939	16078139	-	0.59
455941at33208_r2.m1.g3.t1_upstream1	OZ210597.1	22861496	22861696	-	0.01
455941at33208_r2.m1.g3.t1_upstream2	OZ210597.1	22861296	22861496	-	0.01
455941at33208_r2.m1.g3.t1_1_exon	OZ210597.1	22861170	22861396	-	0.35
455941at33208_r2.m1.g3.t1_1_intron	OZ210597.1	22860871	22861170	-	0.35
455941at33208_r2.m1.g3.t1_2_exon	OZ210597.1	22860796	22860871	-	0.91
455941at33208_r2.m1.g3.t1_2_intron	OZ210597.1	22860749	22860796	-	0.91
455941at33208_r2.m1.g3.t1_3_exon	OZ210597.1	22860651	22860749	-	0.36
455941at33208_r2.m1.g3.t1_3_intron	OZ210597.1	22860062	22860651	-	0.36
455941at33208_r2.m1.g3.t1_4_exon	OZ210597.1	22859932	22860062	-	0.76
455941at33208_r2.m1.g3.t1_4_intron	OZ210597.1	22859765	22859932	-	0.76
455941at33208_r2.m1.g3.t1_5_exon	OZ210597.1	22859650	22859765	-	0.93
455941at33208_r2.m1.g3.t1_5_intron	OZ210597.1	22859275	22859650	-	0.93
455941at33208_r2.m1.g3.t1_6_exon	OZ210597.1	22859119	22859275	-	0.99
455941at33208_r2.m1.g3.t1_6_intron	OZ210597.1	22858918	22859119	-	0.99
455941at33208_r2.m1.g3.t1_7_exon	OZ210597.1	22858605	22858918	-	0.98
455941at33208_r2.m1.g3.t1_7_intron	OZ210597.1	22858001	22858605	-	0.98
455941at33208_r2.m1.g3.t1_8_exon	OZ210597.1	22857826	22858001	-	0.99
455941at33208_r2.m1.g3.t1_8_intron	OZ210597.1	22856711	22857826	-	0.99
455941at33208_r2.m1.g3.t1_9_exon	OZ210597.1	22856573	22856711	-	0.24
455941at33208_r2.m1.g3.t1_9_intron	OZ210597.1	22856527	22856573	-	0.24
455941at33208_r2.m1.g3.t1_10_exon	OZ210597.1	22856459	22856527	-	0.42
455941at33208_r2.m1.g3.t1_downstream1	OZ210597.1	22856459	22856559	-	0.42
455941at33208_r2.m1.g3.t1_downstream2	OZ210597.1	22856259	22856459	-	0.42
458974at33208_r2.m1.g1.t1_upstream1	OZ210595.1	12198796	12198996	+	0.04
458974at33208_r2.m1.g1.t1_upstream2	OZ210595.1	12198996	12199196	+	0.04
458974at33208_r2.m1.g1.t1_1_exon	OZ210595.1	12199096	12199301	+	0.71
458974at33208_r2.m1.g1.t1_1_intron	OZ210595.1	12199301	12199468	+	0.71
458974at33208_r2.m1.g1.t1_2_exon	OZ210595.1	12199468	12199815	+	0.97
458974at33208_r2.m1.g1.t1_2_intron	OZ210595.1	12199815	12199857	+	0.97
458974at33208_r2.m1.g1.t1_3_exon	OZ210595.1	12199857	12199967	+	0.98
458974at33208_r2.m1.g1.t1_3_intron	OZ210595.1	12199967	12200340	+	0.98
458974at33208_r2.m1.g1.t1_4_exon	OZ210595.1	12200340	12200671	+	1.0
458974at33208_r2.m1.g1.t1_4_intron	OZ210595.1	12200671	12200719	+	1.0
458974at33208_r2.m1.g1.t1_5_exon	OZ210595.1	12200719	12200913	+	0.61
458974at33208_r2.m1.g1.t1_5_intron	OZ210595.1	12200913	12201677	+	0.61
458974at33208_r2.m1.g1.t1_6_exon	OZ210595.1	12201677	12201732	+	0.5
458974at33208_r2.m1.g1.t1_6_intron	OZ210595.1	12201732	12202829	+	0.5
458974at33208_r2.m1.g1.t1_7_exon	OZ210595.1	12202829	12202943	+	1.0
458974at33208_r2.m1.g1.t1_7_intron	OZ210595.1	12202943	12202997	+	1.0
458974at33208_r2.m1.g1.t1_8_exon	OZ210595.1	12202997	12203123	+	0.56
458974at33208_r2.m1.g1.t1_8_intron	OZ210595.1	12203123	12203832	+	0.56
458974at33208_r2.m1.g1.t1_9_exon	OZ210595.1	12203832	12204072	+	0.9
458974at33208_r2.m1.g1.t1_9_intron	OZ210595.1	12204072	12204494	+	0.9
458974at33208_r2.m1.g1.t1_10_exon	OZ210595.1	12204494	12204540	+	0.57
458974at33208_r2.m1.g1.t1_10_intron	OZ210595.1	12204540	12204705	+	0.57
458974at33208_r2.m1.g1.t1_11_exon	OZ210595.1	12204705	12204867	+	0.36
458974at33208_r2.m1.g1.t1_11_intron	OZ210595.1	12204867	12205130	+	0.36
458974at33208_r2.m1.g1.t1_12_exon	OZ210595.1	12205130	12205246	+	0.35
458974at33208_r2.m1.g1.t1_downstream1	OZ210595.1	12205146	12205246	+	0.35
458974at33208_r2.m1.g1.t1_downstream2	OZ210595.1	12205246	12205446	+	0.35
458988at33208_r2.m1.g1.t1_upstream1	OZ210593.1	13903982	13904182	-	0.01
458988at33208_r2.m1.g1.t1_upstream2	OZ210593.1	13903782	13903982	-	0.01
458988at33208_r2.m1.g1.t1_1_exon	OZ210593.1	13903753	13903882	-	0.31
458988at33208_r2.m1.g1.t1_1_intron	OZ210593.1	13903363	13903753	-	0.31
458988at33208_r2.m1.g1.t1_2_exon	OZ210593.1	13903290	13903363	-	0.69
458988at33208_r2.m1.g1.t1_2_intron	OZ210593.1	13902534	13903290	-	0.69
458988at33208_r2.m1.g1.t1_3_exon	OZ210593.1	13902331	13902534	-	0.95
458988at33208_r2.m1.g1.t1_3_intron	OZ210593.1	13901839	13902331	-	0.95
458988at33208_r2.m1.g1.t1_4_exon	OZ210593.1	13901706	13901839	-	0.98
458988at33208_r2.m1.g1.t1_4_intron	OZ210593.1	13901285	13901706	-	0.98
458988at33208_r2.m1.g1.t1_5_exon	OZ210593.1	13900934	13901285	-	0.84
458988at33208_r2.m1.g1.t1_5_intron	OZ210593.1	13900315	13900934	-	0.84
458988at33208_r2.m1.g1.t1_6_exon	OZ210593.1	13900110	13900315	-	0.61
458988at33208_r2.m1.g1.t1_6_intron	OZ210593.1	13900066	13900110	-	0.61
458988at33208_r2.m1.g1.t1_7_exon	OZ210593.1	13899825	13900066	-	0.19
458988at33208_r2.m1.g1.t1_7_intron	OZ210593.1	13899784	13899825	-	0.19
458988at33208_r2.m1.g1.t1_8_exon	OZ210593.1	13899748	13899784	-	0.58
458988at33208_r2.m1.g1.t1_8_intron	OZ210593.1	13899504	13899748	-	0.58
458988at33208_r2.m1.g1.t1_9_exon	OZ210593.1	13899327	13899504	-	1.0
458988at33208_r2.m1.g1.t1_9_intron	OZ210593.1	13899288	13899327	-	1.0
458988at33208_r2.m1.g1.t1_10_exon	OZ210593.1	13899091	13899288	-	0.32
458988at33208_r2.m1.g1.t1_10_intron	OZ210593.1	13898673	13899091	-	0.32
458988at33208_r2.m1.g1.t1_11_exon	OZ210593.1	13898510	13898673	-	0.53
458988at33208_r2.m1.g1.t1_11_intron	OZ210593.1	13898255	13898510	-	0.53
458988at33208_r2.m1.g1.t1_12_exon	OZ210593.1	13897821	13898255	-	0.71
458988at33208_r2.m1.g1.t1_12_intron	OZ210593.1	13897406	13897821	-	0.71
458988at33208_r2.m1.g1.t1_13_exon	OZ210593.1	13897320	13897406	-	0.99
458988at33208_r2.m1.g1.t1_13_intron	OZ210593.1	13897272	13897320	-	0.99
458988at33208_r2.m1.g1.t1_14_exon	OZ210593.1	13897171	13897272	-	0.57
458988at33208_r2.m1.g1.t1_14_intron	OZ210593.1	13897034	13897171	-	0.57
458988at33208_r2.m1.g1.t1_15_exon	OZ210593.1	13896943	13897034	-	0.61
458988at33208_r2.m1.g1.t1_15_intron	OZ210593.1	13896464	13896943	-	0.61
458988at33208_r2.m1.g1.t1_16_exon	OZ210593.1	13896294	13896464	-	0.3
458988at33208_r2.m1.g1.t1_16_intron	OZ210593.1	13895468	13896294	-	0.3
458988at33208_r2.m1.g1.t1_17_exon	OZ210593.1	13895247	13895468	-	0.74
458988at33208_r2.m1.g1.t1_17_intron	OZ210593.1	13894685	13895247	-	0.74
458988at33208_r2.m1.g1.t1_18_exon	OZ210593.1	13894579	13894685	-	0.75
458988at33208_r2.m1.g1.t1_18_intron	OZ210593.1	13894532	13894579	-	0.75
458988at33208_r2.m1.g1.t1_19_exon	OZ210593.1	13894507	13894532	-	0.69
458988at33208_r2.m1.g1.t1_19_intron	OZ210593.1	13894095	13894507	-	0.69
458988at33208_r2.m1.g1.t1_20_exon	OZ210593.1	13893958	13894095	-	0.7
458988at33208_r2.m1.g1.t1_20_intron	OZ210593.1	13893422	13893958	-	0.7
458988at33208_r2.m1.g1.t1_21_exon	OZ210593.1	13893361	13893422	-	0.98
458988at33208_r2.m1.g1.t1_21_intron	OZ210593.1	13893317	13893361	-	0.98
458988at33208_r2.m1.g1.t1_22_exon	OZ210593.1	13892982	13893317	-	0.79
458988at33208_r2.m1.g1.t1_22_intron	OZ210593.1	13892695	13892982	-	0.79
458988at33208_r2.m1.g1.t1_23_exon	OZ210593.1	13892630	13892695	-	0.42
458988at33208_r2.m1.g1.t1_23_intron	OZ210593.1	13892576	13892630	-	0.42
458988at33208_r2.m1.g1.t1_24_exon	OZ210593.1	13892383	13892576	-	0.28
458988at33208_r2.m1.g1.t1_downstream1	OZ210593.1	13892383	13892483	-	0.28
458988at33208_r2.m1.g1.t1_downstream2	OZ210593.1	13892183	13892383	-	0.28
45934at33208_r2.m1.g2.t1_upstream1	OZ210595.1	17668201	17668401	-	0.01
45934at33208_r2.m1.g2.t1_upstream2	OZ210595.1	17668001	17668201	-	0.01
45934at33208_r2.m1.g2.t1_1_exon	OZ210595.1	17667721	17668101	-	0.71
45934at33208_r2.m1.g2.t1_1_intron	OZ210595.1	17667593	17667721	-	0.71
45934at33208_r2.m1.g2.t1_2_exon	OZ210595.1	17667439	17667593	-	0.88
45934at33208_r2.m1.g2.t1_2_intron	OZ210595.1	17667398	17667439	-	0.88
45934at33208_r2.m1.g2.t1_3_exon	OZ210595.1	17667248	17667398	-	0.9
45934at33208_r2.m1.g2.t1_3_intron	OZ210595.1	17666769	17667248	-	0.9
45934at33208_r2.m1.g2.t1_4_exon	OZ210595.1	17666630	17666769	-	0.99
45934at33208_r2.m1.g2.t1_4_intron	OZ210595.1	17666586	17666630	-	0.99
45934at33208_r2.m1.g2.t1_5_exon	OZ210595.1	17666198	17666586	-	0.99
45934at33208_r2.m1.g2.t1_5_intron	OZ210595.1	17665812	17666198	-	0.99
45934at33208_r2.m1.g2.t1_6_exon	OZ210595.1	17665621	17665812	-	0.81
45934at33208_r2.m1.g2.t1_6_intron	OZ210595.1	17665577	17665621	-	0.81
45934at33208_r2.m1.g2.t1_7_exon	OZ210595.1	17665371	17665577	-	0.73
45934at33208_r2.m1.g2.t1_7_intron	OZ210595.1	17665260	17665371	-	0.73
45934at33208_r2.m1.g2.t1_8_exon	OZ210595.1	17665016	17665260	-	0.86
45934at33208_r2.m1.g2.t1_8_intron	OZ210595.1	17664967	17665016	-	0.86
45934at33208_r2.m1.g2.t1_9_exon	OZ210595.1	17664892	17664967	-	1.0
45934at33208_r2.m1.g2.t1_9_intron	OZ210595.1	17664599	17664892	-	1.0
45934at33208_r2.m1.g2.t1_10_exon	OZ210595.1	17664450	17664599	-	0.95
45934at33208_r2.m1.g2.t1_10_intron	OZ210595.1	17664272	17664450	-	0.95
45934at33208_r2.m1.g2.t1_11_exon	OZ210595.1	17664146	17664272	-	0.84
45934at33208_r2.m1.g2.t1_11_intron	OZ210595.1	17663826	17664146	-	0.84
45934at33208_r2.m1.g2.t1_12_exon	OZ210595.1	17663657	17663826	-	0.94
45934at33208_r2.m1.g2.t1_12_intron	OZ210595.1	17663617	17663657	-	0.94
45934at33208_r2.m1.g2.t1_13_exon	OZ210595.1	17663571	17663617	-	0.81
45934at33208_r2.m1.g2.t1_13_intron	OZ210595.1	17663432	17663571	-	0.81
45934at33208_r2.m1.g2.t1_14_exon	OZ210595.1	17663125	17663432	-	0.59
45934at33208_r2.m1.g2.t1_14_intron	OZ210595.1	17662870	17663125	-	0.59
45934at33208_r2.m1.g2.t1_15_exon	OZ210595.1	17662341	17662870	-	0.5
45934at33208_r2.m1.g2.t1_15_intron	OZ210595.1	17661793	17662341	-	0.5
45934at33208_r2.m1.g2.t1_16_exon	OZ210595.1	17661662	17661793	-	0.69
45934at33208_r2.m1.g2.t1_16_intron	OZ210595.1	17661616	17661662	-	0.69
45934at33208_r2.m1.g2.t1_17_exon	OZ210595.1	17661430	17661616	-	0.48
45934at33208_r2.m1.g2.t1_17_intron	OZ210595.1	17660709	17661430	-	0.48
45934at33208_r2.m1.g2.t1_18_exon	OZ210595.1	17660378	17660709	-	0.82
45934at33208_r2.m1.g2.t1_18_intron	OZ210595.1	17660331	17660378	-	0.82
45934at33208_r2.m1.g2.t1_19_exon	OZ210595.1	17660101	17660331	-	0.86
45934at33208_r2.m1.g2.t1_19_intron	OZ210595.1	17659859	17660101	-	0.86
45934at33208_r2.m1.g2.t1_20_exon	OZ210595.1	17659724	17659859	-	0.59
45934at33208_r2.m1.g2.t1_20_intron	OZ210595.1	17659334	17659724	-	0.59
45934at33208_r2.m1.g2.t1_21_exon	OZ210595.1	17659049	17659334	-	0.71
45934at33208_r2.m1.g2.t1_downstream1	OZ210595.1	17659049	17659149	-	0.71
45934at33208_r2.m1.g2.t1_downstream2	OZ210595.1	17658849	17659049	-	0.71
460518at33208_r2.m1.g1.t1_upstream1	OZ210597.1	20465396	20465596	+	0.01
460518at33208_r2.m1.g1.t1_upstream2	OZ210597.1	20465596	20465796	+	0.01
460518at33208_r2.m1.g1.t1_1_exon	OZ210597.1	20465696	20465810	+	0.4
460518at33208_r2.m1.g1.t1_1_intron	OZ210597.1	20465810	20468923	+	0.4
460518at33208_r2.m1.g1.t1_2_exon	OZ210597.1	20468923	20469083	+	0.65
460518at33208_r2.m1.g1.t1_2_intron	OZ210597.1	20469083	20469785	+	0.65
460518at33208_r2.m1.g1.t1_3_exon	OZ210597.1	20469785	20469798	+	0.69
460518at33208_r2.m1.g1.t1_3_intron	OZ210597.1	20469798	20470696	+	0.69
460518at33208_r2.m1.g1.t1_4_exon	OZ210597.1	20470696	20470868	+	1.0
460518at33208_r2.m1.g1.t1_4_intron	OZ210597.1	20470868	20470909	+	1.0
460518at33208_r2.m1.g1.t1_5_exon	OZ210597.1	20470909	20471046	+	0.86
460518at33208_r2.m1.g1.t1_5_intron	OZ210597.1	20471046	20471607	+	0.86
460518at33208_r2.m1.g1.t1_6_exon	OZ210597.1	20471607	20471733	+	0.98
460518at33208_r2.m1.g1.t1_6_intron	OZ210597.1	20471733	20471774	+	0.98
460518at33208_r2.m1.g1.t1_7_exon	OZ210597.1	20471774	20471834	+	0.92
460518at33208_r2.m1.g1.t1_7_intron	OZ210597.1	20471834	20472314	+	0.92
460518at33208_r2.m1.g1.t1_8_exon	OZ210597.1	20472314	20472380	+	0.9
460518at33208_r2.m1.g1.t1_8_intron	OZ210597.1	20472380	20472424	+	0.9
460518at33208_r2.m1.g1.t1_9_exon	OZ210597.1	20472424	20472610	+	0.7
460518at33208_r2.m1.g1.t1_9_intron	OZ210597.1	20472610	20474398	+	0.7
460518at33208_r2.m1.g1.t1_10_exon	OZ210597.1	20474398	20474675	+	0.33
460518at33208_r2.m1.g1.t1_10_intron	OZ210597.1	20474675	20474935	+	0.33
460518at33208_r2.m1.g1.t1_11_exon	OZ210597.1	20474935	20475183	+	0.74
460518at33208_r2.m1.g1.t1_11_intron	OZ210597.1	20475183	20476200	+	0.74
460518at33208_r2.m1.g1.t1_12_exon	OZ210597.1	20476200	20476247	+	0.32
460518at33208_r2.m1.g1.t1_12_intron	OZ210597.1	20476247	20476710	+	0.32
460518at33208_r2.m1.g1.t1_13_exon	OZ210597.1	20476710	20476789	+	0.43
460518at33208_r2.m1.g1.t1_13_intron	OZ210597.1	20476789	20476835	+	0.43
460518at33208_r2.m1.g1.t1_14_exon	OZ210597.1	20476835	20477045	+	0.67
460518at33208_r2.m1.g1.t1_downstream1	OZ210597.1	20476945	20477045	+	0.67
460518at33208_r2.m1.g1.t1_downstream2	OZ210597.1	20477045	20477245	+	0.67
461193at33208_r2.m1.g2.t1_upstream1	OZ210595.1	12077155	12077355	-	0.01
461193at33208_r2.m1.g2.t1_upstream2	OZ210595.1	12076955	12077155	-	0.01
461193at33208_r2.m1.g2.t1_1_exon	OZ210595.1	12077016	12077055	-	0.01
461193at33208_r2.m1.g2.t1_1_intron	OZ210595.1	12076869	12077016	-	0.01
461193at33208_r2.m1.g2.t1_2_exon	OZ210595.1	12076835	12076869	-	0.01
461193at33208_r2.m1.g2.t1_2_intron	OZ210595.1	12076163	12076835	-	0.01
461193at33208_r2.m1.g2.t1_3_exon	OZ210595.1	12076145	12076163	-	0.01
461193at33208_r2.m1.g2.t1_3_intron	OZ210595.1	12075787	12076145	-	0.01
461193at33208_r2.m1.g2.t1_4_exon	OZ210595.1	12075775	12075787	-	0.01
461193at33208_r2.m1.g2.t1_4_intron	OZ210595.1	12075016	12075775	-	0.01
461193at33208_r2.m1.g2.t1_5_exon	OZ210595.1	12074999	12075016	-	0.01
461193at33208_r2.m1.g2.t1_5_intron	OZ210595.1	12074593	12074999	-	0.01
461193at33208_r2.m1.g2.t1_6_exon	OZ210595.1	12074571	12074593	-	0.01
461193at33208_r2.m1.g2.t1_6_intron	OZ210595.1	12071926	12074571	-	0.01
461193at33208_r2.m1.g2.t1_7_exon	OZ210595.1	12071627	12071926	-	0.36
461193at33208_r2.m1.g2.t1_7_intron	OZ210595.1	12071157	12071627	-	0.36
461193at33208_r2.m1.g2.t1_8_exon	OZ210595.1	12071021	12071157	-	0.51
461193at33208_r2.m1.g2.t1_8_intron	OZ210595.1	12070981	12071021	-	0.51
461193at33208_r2.m1.g2.t1_9_exon	OZ210595.1	12070861	12070981	-	0.66
461193at33208_r2.m1.g2.t1_9_intron	OZ210595.1	12070565	12070861	-	0.66
461193at33208_r2.m1.g2.t1_10_exon	OZ210595.1	12070208	12070565	-	1.0
461193at33208_r2.m1.g2.t1_10_intron	OZ210595.1	12070161	12070208	-	1.0
461193at33208_r2.m1.g2.t1_11_exon	OZ210595.1	12070060	12070161	-	0.65
461193at33208_r2.m1.g2.t1_11_intron	OZ210595.1	12068503	12070060	-	0.65
461193at33208_r2.m1.g2.t1_12_exon	OZ210595.1	12068389	12068503	-	0.01
461193at33208_r2.m1.g2.t1_downstream1	OZ210595.1	12068389	12068489	-	0.01
461193at33208_r2.m1.g2.t1_downstream2	OZ210595.1	12068189	12068389	-	0.01
462325at33208_r2.m1.g1.t1_upstream1	OZ210595.1	17293958	17294158	+	0.01
462325at33208_r2.m1.g1.t1_upstream2	OZ210595.1	17294158	17294358	+	0.01
462325at33208_r2.m1.g1.t1_1_exon	OZ210595.1	17294258	17294446	+	0.55
462325at33208_r2.m1.g1.t1_1_intron	OZ210595.1	17294446	17295044	+	0.55
462325at33208_r2.m1.g1.t1_2_exon	OZ210595.1	17295044	17295102	+	0.31
462325at33208_r2.m1.g1.t1_2_intron	OZ210595.1	17295102	17295873	+	0.31
462325at33208_r2.m1.g1.t1_3_exon	OZ210595.1	17295873	17296077	+	0.69
462325at33208_r2.m1.g1.t1_3_intron	OZ210595.1	17296077	17296122	+	0.69
462325at33208_r2.m1.g1.t1_4_exon	OZ210595.1	17296122	17296255	+	0.74
462325at33208_r2.m1.g1.t1_4_intron	OZ210595.1	17296255	17296333	+	0.74
462325at33208_r2.m1.g1.t1_5_exon	OZ210595.1	17296333	17296424	+	0.53
462325at33208_r2.m1.g1.t1_5_intron	OZ210595.1	17296424	17296465	+	0.53
462325at33208_r2.m1.g1.t1_6_exon	OZ210595.1	17296465	17296511	+	0.67
462325at33208_r2.m1.g1.t1_6_intron	OZ210595.1	17296511	17296654	+	0.67
462325at33208_r2.m1.g1.t1_7_exon	OZ210595.1	17296654	17296811	+	0.97
462325at33208_r2.m1.g1.t1_7_intron	OZ210595.1	17296811	17298504	+	0.97
462325at33208_r2.m1.g1.t1_8_exon	OZ210595.1	17298504	17298740	+	0.96
462325at33208_r2.m1.g1.t1_8_intron	OZ210595.1	17298740	17299010	+	0.96
462325at33208_r2.m1.g1.t1_9_exon	OZ210595.1	17299010	17299086	+	0.82
462325at33208_r2.m1.g1.t1_9_intron	OZ210595.1	17299086	17299454	+	0.82
462325at33208_r2.m1.g1.t1_10_exon	OZ210595.1	17299454	17299552	+	0.58
